combined,id,lat,lng,overhead,sv,has_sv,reason
5,M00548,33.148272,-105.752054,5,-1,False,"The marked line route runs diagonally through dense tall tree canopy with no cleared corridor visible. Trees cover the path directly, indicating heavy overhang and high risk of conductor contact."
5,M00558,33.145872,-105.748681,5,-1,False,"The marked line runs diagonally through unbroken dense tree canopy with no visible cleared corridor or right-of-way. Tall trees cover the entire route, indicating heavy overhang directly over the conductors."
5,M00609,33.127206,-105.735588,5,-1,False,"The entire tile is covered in continuous dense tree canopy with no visible cleared corridor, road, or right-of-way. The marked line route runs directly through unbroken forest, indicating tall canopy directly over the line with no clearance."
5,M00610,33.126984,-105.735369,5,-1,False,"The entire tile shows continuous dense tree canopy with no visible cleared right-of-way or track. The marked line route runs directly through unbroken tall forest, indicating heavy canopy overhanging the corridor."
5,M00611,33.126637,-105.735027,5,-1,False,"The marked line route runs through continuous dense vegetation with no visible cleared corridor or track. The canopy appears uniformly closed over the entire path, indicating tall vegetation directly over the line route with no maintained clearance."
5,M00673,33.071985,-105.710384,5,0,True,"The line route (cyan) passes directly through dense clusters of tall trees, with canopy clearly overhanging the corridor at and around the center pin. There is no cleared right-of-way along the line; trees press in and over the route, posing high contact risk."
5,M00687,33.067349,-105.709812,5,-1,False,"The line route (cyan) runs directly through dense, mixed forest canopy with scattered bare patches. There is no visible cleared corridor or right-of-way; tall trees press right up to and over the line path, indicating heavy canopy overhang and high contact risk."
4,M00149,33.166534,-105.771943,4,-1,False,"The line route (cyan) runs through what appears to be continuous scrubby/tree canopy with no visible cleared corridor or track. Vegetation presses directly into the route from both sides with little clearance, though the canopy appears lower/mixed rather than tall dense forest, so encroachment is high but not maximal."
4,M00245,33.154961,-105.772022,4,0,True,"The marked line route passes directly through a band of tall tree canopy in the center of the tile. The trees press right into the corridor with little visible clearance, indicating significant encroachment that could contact conductors."
4,M00441,33.162443,-105.806636,4,2,True,"The cyan line marking the corridor runs directly through dense shrub/tree canopy in the lower half of the image. The vegetation presses into and overlaps the line route, leaving little clearance, though the canopy appears more like low-medium shrubs than tall overhanging trees."
4,M00477,33.098751,-105.715903,4,0,True,"The cyan line passes directly through a large cluster of trees at the center marker. While the surrounding terrain is mostly open grassland with scattered trees, the line clearly runs over and through this dense tree cluster, indicating significant canopy directly on the corridor with little clearance."
4,M00546,33.149097,-105.753737,4,-1,False,"The cyan line marks the corridor crossing terrain that transitions from open scrubby ground in the upper portion to a cluster of tall trees in the lower-left and center. The line passes directly over and along the edge of a dense stand of tall canopy near the pin, with trees clearly pressing into and overhanging the route, leaving little clearance on that side."
4,M00551,33.148458,-105.752467,4,-1,False,"The cyan line marks the power line route and a faint track/corridor is visible near the pin. Tall trees cast long shadows directly across the line path, particularly in the lower portion where dense canopy presses into and overhangs the corridor. There is no consistently cleared right-of-way, indicating significant tree encroachment with little clearance."
4,M00576,33.140644,-105.743269,4,-1,False,"The line route (cyan) crosses continuous tree/scrub canopy with no visible cleared corridor or road. Vegetation appears to extend right up to and over the route, indicating heavy encroachment with little clearance, though resolution is low and no distinct corridor is cut."
4,M00686,33.067795,-105.709741,4,-1,False,"The cyan line marks the route passing through scattered tall trees with no cleared right-of-way. Tree canopy presses directly into and overhangs the route in several places, with little to no clearance, indicating significant encroachment."
3,M00156,33.167401,-105.773824,3,-1,False,"The cyan line marks the feeder route with a junction near center. Terrain is scrubby/sparse vegetation with scattered shrubs and small trees, but no obvious cleared corridor. Moderate vegetation pressing near the route edges, though canopy is low and not densely overhanging."
3,M00163,33.166134,-105.771452,3,-1,False,"The line route (cyan) runs through scrubby/patchy vegetation with scattered shrubs and small trees. No clearly cleared corridor is visible, and vegetation is moderately close along the route, but the canopy appears low/sparse rather than tall trees directly overhanging, indicating moderate encroachment."
3,M00390,33.164487,-105.819934,3,0,True,"The cyan line marks the feeder route running parallel to a highway. The terrain is scrubby vegetation with scattered trees and bushes pressing toward the corridor. There are moderate-sized trees near the line edge, particularly to the upper-right, but no dense tall canopy directly overhanging the route. This represents moderate encroachment from surrounding brush and scattered trees."
3,M00539,33.151827,-105.760045,3,-1,False,"The cyan line marks the corridor route across mostly open scrubland. Scattered trees and shrubs are present, with some isolated trees touching the corridor line near the marker and more dense vegetation pressing in from the lower-left side. Moderate encroachment overall but no continuous dense canopy directly over the route."
