combined,id,lat,lng,overhead,sv,has_sv,reason
5,M000122,32.985940,-105.784034,5,-1,False,"[nearest recloser: RECL_1042 (1.8 mi); nearest fuse: FUSE_398 (0.2 mi)] The marked line route runs diagonally across dense, continuous tree canopy with no visible cleared right-of-way. Tall trees cover the entire path, directly overhanging the presumed conductor route, indicating severe encroachment risk."
5,M000123,32.983003,-105.779703,5,-1,False,"[nearest recloser: RECL_1042 (1.6 mi); nearest fuse: FUSE_398 (0.5 mi)] The marked line route runs across dense, continuous forest canopy with no visible cleared corridor or road. Tall trees blanket the entire route, directly overhanging the line path with no clearance visible."
5,M000124,32.982751,-105.779134,5,-1,False,"[nearest recloser: RECL_1042 (1.6 mi); nearest fuse: FUSE_398 (0.5 mi)] The line route (cyan) crosses continuous dense tree canopy with no visible cleared corridor or track. Tall vegetation covers the entire path, indicating heavy canopy directly over the route."
5,M000125,32.982248,-105.777996,5,-1,False,"[nearest recloser: RECL_1042 (1.6 mi); nearest fuse: FUSE_398 (0.6 mi)] The tile shows continuous dense mixed vegetation/canopy across the entire area with no visible cleared corridor or maintained right-of-way along the marked line route. Tall vegetation covers the path directly, indicating heavy overhang and high contact risk."
5,M000126,32.981996,-105.777427,5,-1,False,"[nearest recloser: RECL_1042 (1.6 mi); nearest fuse: FUSE_398 (0.7 mi)] The overlaid line runs across dense, continuous tree/vegetation canopy with no cleared corridor visible. Tall vegetation appears directly over the route, indicating heavy encroachment risk."
5,M000127,32.980710,-105.774440,5,-1,False,"[nearest recloser: RECL_1042 (1.5 mi); nearest fuse: FUSE_398 (0.8 mi)] The blue line marks the route, but there is no visible cleared corridor. The area shows dense, mixed tree canopy and scrub directly over the line path with no maintained right-of-way, indicating heavy vegetation encroachment over the conductors."
5,M000128,32.980456,-105.773872,5,-1,False,"[nearest recloser: RECL_1042 (1.5 mi); nearest fuse: FUSE_398 (0.9 mi)] The line route (marked in cyan) crosses dense forest canopy with no visible cleared corridor or right-of-way. Tall trees cover the entire path, indicating heavy overhang directly over the line."
5,M000132,32.974099,-105.761138,5,-1,False,"[nearest recloser: RECL_1042 (1.6 mi); nearest fuse: FUSE_2983 (0.9 mi)] The cyan line marks the route crossing dense forested terrain. There is no cleared right-of-way visible; tall tree canopy covers most of the tile and presses directly over the line path, with only scattered bare/sandy patches. This indicates heavy overhanging vegetation that could contact conductors."
5,M000133,32.974016,-105.760502,5,-1,False,"[nearest recloser: RECL_1042 (1.6 mi); nearest fuse: FUSE_2983 (0.9 mi)] The cyan line marks the power line route but no cleared corridor or right-of-way is visible. Dense tall tree canopy covers the entire area including directly over the line path, indicating heavy vegetation that could contact conductors."
5,M000134,32.973933,-105.759867,5,-1,True,"[nearest recloser: RECL_1042 (1.7 mi); nearest fuse: FUSE_2983 (0.9 mi); SV imagery 2026-02] The tile shows dense, continuous tall tree canopy covering the entire area with no visible cleared corridor, road, or right-of-way. If a line passes through, it would be completely overhung by heavy canopy, presenting maximum vegetation contact risk."
5,M000135,32.973850,-105.759231,5,-1,True,"[nearest recloser: RECL_1042 (1.7 mi); nearest fuse: FUSE_2983 (0.9 mi); SV imagery 2026-02] The tile shows dense, continuous tall tree canopy across the entire frame with no discernible cleared right-of-way, road, or corridor. If a line runs through here, it would be completely overhung by tall vegetation, presenting a high risk of conductor contact."
5,M000136,32.973766,-105.758596,5,-1,True,"[nearest recloser: RECL_1042 (1.7 mi); nearest fuse: FUSE_2983 (1.0 mi); SV imagery 2026-02] The tile is almost entirely dense tall tree canopy with no visible cleared corridor at the marked center. A road is visible only at the far right edge, but the pin location and surrounding area are covered by continuous forest canopy, indicating heavy vegetation directly over any line route."
5,M000174,32.916478,-105.810021,5,-1,False,"[nearest recloser: RECL_1013 (2.9 mi); nearest fuse: TS_9340 (1.7 mi)] The cyan line routes run directly through dense tall tree canopy with no cleared right-of-way visible. Trees cover the line path completely, indicating heavy overhang and high contact risk."
5,M000175,32.915981,-105.810272,5,-1,False,"[nearest recloser: RECL_1013 (2.9 mi); nearest fuse: TS_9340 (1.7 mi)] The marked line route runs directly through dense, continuous tall tree canopy with no visible cleared corridor. Trees cover the entire path, indicating heavy overhang directly over the line."
5,M000176,32.915484,-105.810522,5,-1,False,"[nearest recloser: RECL_1013 (2.9 mi); nearest fuse: TS_9340 (1.8 mi)] The marked line route runs through dense tall tree canopy with no visible cleared corridor. Trees clearly overhang and press directly onto the route from all sides, indicating heavy vegetation encroachment that could contact conductors."
5,M000206,32.956695,-105.781513,5,-1,False,"[nearest recloser: RECL_1042 (0.2 mi); nearest fuse: FUSE_5128 (0.2 mi)] The blue line marking the power line route runs directly through dense tall tree canopy with no cleared right-of-way visible. Trees appear to overhang the entire route, especially in the lower and upper portions of the image, presenting high vegetation contact risk."
5,M000214,32.936801,-105.813005,5,-1,False,"[nearest recloser: RECL_1013 (1.5 mi); nearest fuse: FUSE_395 (0.4 mi)] The blue line route runs directly through dense tall tree canopy with no visible cleared corridor. Trees overhang the entire path, indicating heavy vegetation directly over the line route with significant contact risk."
5,M000240,32.938176,-105.791151,5,-1,False,"[nearest recloser: RECL_1042 (1.6 mi); nearest fuse: FUSE_396 (0.6 mi)] The marked line route runs through dense tall forest canopy with no visible cleared right-of-way. Trees appear directly over and pressing into the route along its entire length, indicating heavy overhang and high fault risk."
5,M000241,32.937810,-105.790679,5,-1,False,"[nearest recloser: RECL_1042 (1.6 mi); nearest fuse: FUSE_396 (0.6 mi)] The marked line runs through dense mixed tree canopy with no visible cleared corridor or road. Tall trees appear to cover the entire route, indicating heavy overhang directly over the line path."
5,M000242,32.937450,-105.790215,5,-1,False,"[nearest recloser: RECL_1042 (1.6 mi); nearest fuse: FUSE_396 (0.7 mi)] The line route (marked in cyan) runs directly across dense, continuous tree canopy with no visible cleared corridor or right-of-way. Tall vegetation covers the entire path, indicating heavy overhang and encroachment potential."
4,M000011,32.982453,-105.827303,4,-1,False,"[nearest recloser: RECL_1039 (1.9 mi); nearest fuse: TS_9449 (0.9 mi)] The line route runs through mostly forested terrain with scattered lighter clearings, but tall tree canopy presses in from both sides along most of the route with little consistent cleared right-of-way, indicating significant encroachment."
4,M000012,32.981922,-105.827192,4,-1,False,"[nearest recloser: RECL_1039 (1.8 mi); nearest fuse: TS_9449 (1.0 mi)] The route marked by the blue line runs through scattered tall vegetation (appears to be juniper/scrub-forest) with no visibly cleared corridor. Trees and canopy are pressing directly along the line path with little to no clearance, indicating significant encroachment that could contact conductors."
4,M000018,32.966476,-105.825404,4,-1,False,"[nearest recloser: RECL_1039 (0.7 mi); nearest fuse: FUSE_391 (0.9 mi)] The marked line runs through what appears to be scrubby, mixed vegetation with no visibly cleared corridor. Tree/shrub canopy presses in on both sides of the route with little discernible clearance, indicating significant encroachment near the line."
4,M000049,32.953399,-105.818014,4,-1,False,"[nearest recloser: RECL_1013 (0.5 mi); nearest fuse: FUSE_397 (0.2 mi)] The cyan line marks the power line route, which passes directly through clusters of tall trees on the right/center portion of the image. While the left side is open grassland, the eastern half shows dense canopy directly over and pressing into the corridor with little clearance, indicating significant encroachment risk."
4,M000053,32.956758,-105.814175,4,-1,True,"[nearest recloser: RECL_1039 (0.7 mi); nearest fuse: FUSE_397 (0.5 mi); SV imagery 2026-02] The cyan line marks the power line route running diagonally through the tile. Dense tree canopy presses in on both sides of the corridor, with clusters of trees directly along the route especially in the lower and upper portions. While there are some open patches, the canopy is encroaching heavily with little clearance in several spots, indicating high risk of conductor contact."
4,M000060,32.958897,-105.779696,4,-1,True,"[nearest recloser: RECL_1042 (0.2 mi); nearest fuse: FUSE_5128 (0.2 mi); SV imagery 2026-02] The cyan line marks the feeder route crossing the tile. The area shows scrubby to tall vegetation with tree clumps pressing directly along and into the line path, especially toward the right side where darker canopy sits close to the route. Clearance is limited, indicating significant encroachment."
4,M000087,32.941581,-105.811835,4,-1,False,"[nearest recloser: RECL_1013 (1.3 mi); nearest fuse: FUSE_395 (0.1 mi)] The line (cyan) partly follows a dirt road but also cuts through dense tree canopy, especially in the lower and upper portions of the tile. Trees clearly press into and overhang the route in several places, leaving little clearance, though the road segment offers some open space."
4,M000116,32.988030,-105.790694,4,-1,False,"[nearest recloser: RECL_1042 (2.0 mi); nearest fuse: FUSE_398 (0.3 mi)] The blue line marks the feeder route crossing scattered woodland with sandy clearings. Dense tree clusters press right up against the line path in several places, with canopy overhanging or nearly touching the corridor. There is no consistently cleared right-of-way, so encroachment is significant."
4,M000121,32.986278,-105.784535,4,-1,False,"[nearest recloser: RECL_1042 (1.8 mi); nearest fuse: FUSE_398 (0.1 mi)] The line route (cyan) crosses mixed forested/mountainous terrain. There is no clearly cleared right-of-way corridor visible; instead the path runs through patchy tall canopy with bare/rocky openings interspersed. Trees press closely along much of the route with little dedicated clearance, indicating significant encroachment risk."
4,M000129,32.979332,-105.771253,4,-1,False,"[nearest recloser: RECL_1042 (1.5 mi); nearest fuse: FUSE_398 (1.1 mi)] The overlaid line crosses forested, mountainous terrain with scattered tall tree canopy and dark shadows suggesting significant tree height. No cleared right-of-way is visible; trees appear to press directly into the line route from both sides, indicating heavy encroachment with little clearance."
4,M000159,32.926468,-105.817703,4,-1,False,"[nearest recloser: RECL_1013 (2.1 mi); nearest fuse: TS_8907 (0.9 mi)] The cyan lines mark line routes converging at the pin. Dense tree canopy presses in tightly from both sides along the corridor and the branches heading south/southeast pass directly through heavy tree cover, leaving little clearance."
4,M000161,32.925506,-105.818033,4,-1,False,"[nearest recloser: RECL_1013 (2.1 mi); nearest fuse: TS_8907 (1.0 mi)] The cyan line marks the route through mixed forested terrain. There is no distinct cleared right-of-way; dense tree canopy presses in from both sides, especially the right side where continuous tall trees crowd the path. Some open sandy patches exist to the left, but overall trees are encroaching heavily on the corridor with little clearance."
4,M000243,32.937074,-105.789754,4,-1,False,"[nearest recloser: RECL_1042 (1.6 mi); nearest fuse: FUSE_396 (0.7 mi)] The cyan line marks the feeder route, and a faint lighter track/corridor is partly visible. The terrain is heavily forested with dense tree canopy pressing right up to the route along most of its length, leaving little clearance. There is no clearly maintained wide right-of-way, so tall vegetation is encroaching from both sides."
3,M000017,32.967015,-105.825375,3,-1,False,"[nearest recloser: RECL_1039 (0.8 mi); nearest fuse: FUSE_391 (0.9 mi)] The line route (cyan) follows a partially open, lighter sandy strip, but scattered scrubby tree/shrub canopy presses in from both sides along much of the corridor. Vegetation is low-to-moderate desert scrub rather than tall dense forest, with clumps encroaching near the line edge, indicating moderate encroachment."
3,M000228,32.941850,-105.842438,3,-1,True,"[nearest recloser: RECL_1013 (1.3 mi); nearest fuse: FUSE_388 (0.5 mi); SV imagery 2024-04] The line corridor (cyan) follows roads/tracks that are largely open, but the northern branch runs through dense tree canopy and scattered trees press near the corridor edges to the south. Moderate encroachment overall."
