id,lat,lng,fast,overhead,sv,combined,has_sv,reason
M000087,32.941581,-105.811835,3,4,-1,4,False,"The line (cyan) partly follows a dirt road but also cuts through dense tree canopy, especially in the lower and upper portions of the tile. Trees clearly press into and overhang the route in several places, leaving little clearance, though the road segment offers some open space."
M000088,32.943278,-105.817415,0,0,-1,0,False,
M000089,32.941997,-105.820010,1,1,-1,1,False,
M000090,32.941502,-105.820266,2,2,-1,2,False,
M000091,32.941235,-105.820404,2,2,-1,2,False,
M000092,32.941017,-105.820992,1,1,-1,1,False,
M000093,32.940302,-105.822179,1,1,-1,1,False,
M000094,32.940017,-105.822725,2,2,-1,2,False,
M000095,32.939732,-105.823271,2,2,-1,2,False,
M000096,32.985144,-105.824776,1,1,-1,1,False,
M000097,32.985161,-105.824133,1,1,-1,1,False,
M000098,32.985177,-105.823490,1,1,-1,1,False,
M000099,32.985194,-105.822847,1,1,-1,1,False,
M000100,32.985211,-105.822204,1,1,-1,1,False,
M000101,32.985261,-105.820582,1,1,-1,1,False,
M000102,32.985279,-105.819939,1,1,-1,1,False,
M000103,32.985296,-105.819296,1,1,-1,1,False,
M000104,32.985314,-105.818653,1,1,-1,1,False,
M000105,32.985574,-105.810023,0,0,-1,0,False,
M000106,32.985586,-105.809380,1,1,-1,1,False,
M000107,32.985598,-105.808737,2,2,-1,2,False,
M000108,32.985765,-105.802696,4,5,-1,5,False,"The line route (marked in cyan) runs through dense, continuous tall tree canopy with no visible cleared right-of-way. Trees clearly cover the entire corridor, indicating heavy overhang directly over the conductors."
M000109,32.985782,-105.802053,1,1,-1,1,False,
M000110,32.985799,-105.801410,1,1,-1,1,False,
M000111,32.985906,-105.797358,2,2,-1,2,False,
M000112,32.985926,-105.796715,1,1,-1,1,False,
M000113,32.986453,-105.794152,1,1,-1,1,False,
M000114,32.986694,-105.793577,1,1,-1,1,False,
M000115,32.986936,-105.793001,1,1,-1,1,False,
M000116,32.988030,-105.790694,4,4,-1,4,False,"The blue line marks the feeder route crossing scattered woodland with sandy clearings. Dense tree clusters press right up against the line path in several places, with canopy overhanging or nearly touching the corridor. There is no consistently cleared right-of-way, so encroachment is significant."
M000117,32.988330,-105.790159,0,0,-1,0,False,
M000118,32.988945,-105.787999,1,1,-1,1,False,
M000119,32.989110,-105.787386,1,1,-1,1,False,
M000120,32.986617,-105.785036,4,5,-1,5,False,"The blue line traces the power route directly through dense tall tree canopy with no visible cleared corridor or right-of-way. Trees clearly cover and overhang the entire route, indicating heavy vegetation directly over the conductors."
M000121,32.986278,-105.784535,3,4,-1,4,False,"The line route (cyan) crosses mixed forested/mountainous terrain. There is no clearly cleared right-of-way corridor visible; instead the path runs through patchy tall canopy with bare/rocky openings interspersed. Trees press closely along much of the route with little dedicated clearance, indicating significant encroachment risk."
M000122,32.985940,-105.784034,4,5,-1,5,False,"The marked line route runs diagonally across dense, continuous tree canopy with no visible cleared right-of-way. Tall trees cover the entire path, directly overhanging the presumed conductor route, indicating severe encroachment risk."
M000123,32.983003,-105.779703,4,5,-1,5,False,"The marked line route runs across dense, continuous forest canopy with no visible cleared corridor or road. Tall trees blanket the entire route, directly overhanging the line path with no clearance visible."
M000124,32.982751,-105.779134,5,5,-1,5,False,"The line route (cyan) crosses continuous dense tree canopy with no visible cleared corridor or track. Tall vegetation covers the entire path, indicating heavy canopy directly over the route."
M000125,32.982248,-105.777996,5,5,-1,5,False,"The tile shows continuous dense mixed vegetation/canopy across the entire area with no visible cleared corridor or maintained right-of-way along the marked line route. Tall vegetation covers the path directly, indicating heavy overhang and high contact risk."
M000126,32.981996,-105.777427,5,5,-1,5,False,"The overlaid line runs across dense, continuous tree/vegetation canopy with no cleared corridor visible. Tall vegetation appears directly over the route, indicating heavy encroachment risk."
M000127,32.980710,-105.774440,4,5,-1,5,False,"The blue line marks the route, but there is no visible cleared corridor. The area shows dense, mixed tree canopy and scrub directly over the line path with no maintained right-of-way, indicating heavy vegetation encroachment over the conductors."
M000128,32.980456,-105.773872,4,5,-1,5,False,"The line route (marked in cyan) crosses dense forest canopy with no visible cleared corridor or right-of-way. Tall trees cover the entire path, indicating heavy overhang directly over the line."
M000129,32.979332,-105.771253,4,4,-1,4,False,"The overlaid line crosses forested, mountainous terrain with scattered tall tree canopy and dark shadows suggesting significant tree height. No cleared right-of-way is visible; trees appear to press directly into the line route from both sides, indicating heavy encroachment with little clearance."
M000130,32.975058,-105.766054,1,1,-1,1,False,
M000131,32.974798,-105.765490,2,2,-1,2,False,
M000132,32.974099,-105.761138,4,5,-1,5,False,"The cyan line marks the route crossing dense forested terrain. There is no cleared right-of-way visible; tall tree canopy covers most of the tile and presses directly over the line path, with only scattered bare/sandy patches. This indicates heavy overhanging vegetation that could contact conductors."
M000133,32.974016,-105.760502,5,5,-1,5,False,"The cyan line marks the power line route but no cleared corridor or right-of-way is visible. Dense tall tree canopy covers the entire area including directly over the line path, indicating heavy vegetation that could contact conductors."
M000134,32.973933,-105.759867,5,5,-1,5,False,"The tile shows dense, continuous tall tree canopy covering the entire area with no visible cleared corridor, road, or right-of-way. If a line passes through, it would be completely overhung by heavy canopy, presenting maximum vegetation contact risk."
M000135,32.973850,-105.759231,5,5,-1,5,False,"The tile shows dense, continuous tall tree canopy across the entire frame with no discernible cleared right-of-way, road, or corridor. If a line runs through here, it would be completely overhung by tall vegetation, presenting a high risk of conductor contact."
M000136,32.973766,-105.758596,5,5,-1,5,False,"The tile is almost entirely dense tall tree canopy with no visible cleared corridor at the marked center. A road is visible only at the far right edge, but the pin location and surrounding area are covered by continuous forest canopy, indicating heavy vegetation directly over any line route."
M000137,32.973683,-105.757960,1,1,-1,1,False,
M000138,32.973600,-105.757325,2,2,-1,2,False,
M000139,32.973517,-105.756689,2,2,-1,2,False,
M000140,32.973434,-105.756054,1,1,-1,1,False,
M000141,32.973351,-105.755418,2,2,-1,2,False,
M000142,32.949045,-105.827536,1,1,-1,1,False,
M000143,32.948648,-105.827971,1,1,-1,1,False,
M000144,32.948251,-105.828407,2,2,-1,2,False,
M000145,32.947548,-105.830638,1,1,-1,1,False,
M000146,32.947428,-105.831265,2,2,-1,2,False,
M000147,33.029276,-105.842944,2,2,-1,2,False,
M000148,33.029302,-105.843587,1,1,-1,1,False,
M000149,32.938279,-105.823536,1,1,-1,1,False,
M000150,32.937384,-105.822427,1,1,-1,1,False,
M000151,32.937006,-105.821968,1,1,-1,1,False,
M000152,32.935639,-105.820199,1,1,-1,1,False,
M000153,32.935218,-105.819796,1,1,-1,1,False,
M000154,32.934021,-105.817881,0,0,-1,0,False,
M000155,32.933767,-105.817314,1,1,-1,1,False,
M000156,32.930150,-105.816464,1,1,-1,1,False,
M000157,32.929989,-105.818515,2,2,-1,2,False,
M000158,32.929512,-105.818214,1,1,-1,1,False,
M000159,32.926468,-105.817703,3,4,-1,4,False,"The cyan lines mark line routes converging at the pin. Dense tree canopy presses in tightly from both sides along the corridor and the branches heading south/southeast pass directly through heavy tree cover, leaving little clearance."
M000160,32.925949,-105.817881,1,1,-1,1,False,
M000161,32.925506,-105.818033,4,4,-1,4,False,"The cyan line marks the route through mixed forested terrain. There is no distinct cleared right-of-way; dense tree canopy presses in from both sides, especially the right side where continuous tall trees crowd the path. Some open sandy patches exist to the left, but overall trees are encroaching heavily on the corridor with little clearance."
M000162,32.925011,-105.818288,2,2,-1,2,False,
M000163,32.923151,-105.819836,1,1,-1,1,False,
M000164,32.922613,-105.819792,1,1,-1,1,False,
M000165,32.918466,-105.815091,1,1,-1,1,False,
M000166,32.917934,-105.814987,1,1,-1,1,False,
M000167,32.921414,-105.816548,2,2,-1,2,False,
M000168,32.921954,-105.816550,2,2,-1,2,False,
M000169,32.926191,-105.811512,1,1,-1,1,False,
M000170,32.925825,-105.811984,1,1,-1,1,False,
M000171,32.921794,-105.810597,1,1,-1,1,False,
M000172,32.918849,-105.808997,1,1,-1,1,False,
M000173,32.918172,-105.807995,0,0,-1,0,False,
M000174,32.916478,-105.810021,4,5,-1,5,False,"The cyan line routes run directly through dense tall tree canopy with no cleared right-of-way visible. Trees cover the line path completely, indicating heavy overhang and high contact risk."
M000175,32.915981,-105.810272,4,5,-1,5,False,"The marked line route runs directly through dense, continuous tall tree canopy with no visible cleared corridor. Trees cover the entire path, indicating heavy overhang directly over the line."
M000176,32.915484,-105.810522,4,5,-1,5,False,"The marked line route runs through dense tall tree canopy with no visible cleared corridor. Trees clearly overhang and press directly onto the route from all sides, indicating heavy vegetation encroachment that could contact conductors."
M000177,32.988320,-105.842798,1,1,-1,1,False,
M000178,32.988859,-105.842766,2,2,-1,2,False,
M000179,32.989242,-105.842744,0,0,-1,0,False,
M000180,32.989781,-105.842714,1,1,-1,1,False,
M000181,32.991795,-105.842837,1,1,-1,1,False,
M000182,32.992335,-105.842829,1,1,-1,1,False,
M000183,32.992693,-105.842824,1,1,-1,1,False,
M000184,32.993213,-105.842995,1,1,-1,1,False,
M000185,32.994951,-105.842971,1,1,-1,1,False,
M000186,32.995481,-105.843091,1,1,-1,1,False,
M000187,33.034121,-105.834125,2,2,-1,2,False,
M000188,33.034235,-105.833496,1,1,-1,1,False,
M000189,32.944957,-105.835905,1,1,-1,1,False,
M000190,32.944428,-105.836031,1,1,-1,1,False,
M000191,32.943043,-105.833371,2,2,-1,2,False,
M000192,32.943248,-105.832776,1,1,-1,1,False,
M000193,32.946170,-105.842800,1,1,-1,1,False,
M000194,32.945326,-105.842015,1,1,-1,1,False,
M000195,32.945913,-105.846425,1,1,-1,1,False,
M000196,32.946447,-105.846332,2,2,-1,2,False,
M000197,32.953975,-105.838571,1,1,-1,1,False,
M000198,32.954514,-105.838554,1,1,-1,1,False,
M000199,32.955539,-105.839033,1,1,-1,1,False,
M000200,32.954377,-105.842952,1,1,-1,1,False,
M000201,32.954904,-105.843090,1,1,-1,1,False,
M000202,32.951699,-105.848596,1,1,-1,1,False,
M000203,32.951634,-105.849234,1,1,-1,1,False,
M000204,32.956353,-105.776949,2,2,-1,2,False,
M000205,32.955919,-105.776566,1,1,-1,1,False,
M000206,32.956695,-105.781513,5,5,-1,5,False,"The blue line marking the power line route runs directly through dense tall tree canopy with no cleared right-of-way visible. Trees appear to overhang the entire route, especially in the lower and upper portions of the image, presenting high vegetation contact risk."
M000207,32.956131,-105.781806,2,2,-1,2,False,
M000208,32.955633,-105.781559,2,2,-1,2,False,
M000209,32.952866,-105.779498,1,1,-1,1,False,
M000210,32.953070,-105.778903,2,2,-1,2,False,
M000211,32.941221,-105.813733,1,1,-1,1,False,
M000212,32.940717,-105.813963,1,1,-1,1,False,
M000213,32.937341,-105.813011,1,1,-1,1,False,
M000214,32.936801,-105.813005,4,5,-1,5,False,"The blue line route runs directly through dense tall tree canopy with no visible cleared corridor. Trees overhang the entire path, indicating heavy vegetation directly over the line route with significant contact risk."
M000215,32.936405,-105.813000,1,1,-1,1,False,
M000216,32.935866,-105.812976,1,1,-1,1,False,
M000217,33.000365,-105.833760,0,0,-1,0,False,
M000218,33.000761,-105.833323,1,1,-1,1,False,
M000219,33.001158,-105.832887,2,2,-1,2,False,
M000220,33.001554,-105.832450,1,1,-1,1,False,
M000221,33.002162,-105.831783,1,1,-1,1,False,
M000222,33.002559,-105.831348,1,1,-1,1,False,
M000223,33.002634,-105.831266,1,1,-1,1,False,
M000224,33.003173,-105.831288,1,1,-1,1,False,
M000225,33.003853,-105.829755,1,1,-1,1,False,
M000226,33.003944,-105.829121,2,2,-1,2,False,
M000227,32.941519,-105.842009,1,1,-1,1,False,
M000228,32.941850,-105.842438,5,3,-1,3,False,"The line corridor (cyan) follows roads/tracks that are largely open, but the northern branch runs through dense tree canopy and scattered trees press near the corridor edges to the south. Moderate encroachment overall."
M000229,32.941839,-105.843081,1,1,-1,1,False,
M000230,32.938799,-105.842135,1,1,-1,1,False,
M000231,32.938801,-105.842778,1,1,-1,1,False,
M000232,32.937521,-105.840783,1,1,-1,1,False,
M000233,32.937198,-105.840268,1,1,-1,1,False,
M000234,32.936307,-105.838494,1,1,-1,1,False,
M000235,32.933975,-105.839966,1,1,-1,1,False,
M000236,32.933498,-105.839666,1,1,-1,1,False,
M000237,32.940718,-105.839777,1,1,-1,1,False,
M000238,32.940959,-105.808177,2,2,-1,2,False,
M000239,32.940959,-105.807534,2,2,-1,2,False,
M000240,32.938176,-105.791151,4,5,-1,5,False,"The marked line route runs through dense tall forest canopy with no visible cleared right-of-way. Trees appear directly over and pressing into the route along its entire length, indicating heavy overhang and high fault risk."
M000241,32.937810,-105.790679,5,5,-1,5,False,"The marked line runs through dense mixed tree canopy with no visible cleared corridor or road. Tall trees appear to cover the entire route, indicating heavy overhang directly over the line path."
M000242,32.937450,-105.790215,4,5,-1,5,False,"The line route (marked in cyan) runs directly across dense, continuous tree canopy with no visible cleared corridor or right-of-way. Tall vegetation covers the entire path, indicating heavy overhang and encroachment potential."
M000243,32.937074,-105.789754,4,4,-1,4,False,"The cyan line marks the feeder route, and a faint lighter track/corridor is partly visible. The terrain is heavily forested with dense tree canopy pressing right up to the route along most of its length, leaving little clearance. There is no clearly maintained wide right-of-way, so tall vegetation is encroaching from both sides."
M000244,32.936425,-105.785028,1,1,-1,1,False,
M000245,32.942019,-105.826432,1,1,-1,1,False,
M000246,32.942431,-105.827621,1,1,-1,1,False,
M000247,32.942636,-105.828215,1,1,-1,1,False,
