combined,id,lat,lng,overhead,sv,has_sv,reason
4,R00113,37.115363,-122.118540,-1,5,True,"[overhang, severity 7/10] Conductors span across the frame near the top; deciduous foliage on the right and redwood branches near the pole appear close to the wire path with several feet of separation. Some branches overhang but no clear contact visible. Dense background canopy makes exact geometry hard to confirm."
4,R00119,37.116225,-122.114748,-1,5,True,"[overhang, severity 7/10] Conductors span the road from the utility pole at center-left toward the right, passing near the large tree canopy on the right side. Foliage appears to be close to and possibly overhanging the wire path with some separation, but dense background canopy makes exact geometry ambiguous. No clear contact visible; rated as overhang with several feet of apparent separation."
4,R00124,37.116654,-122.120423,-1,5,True,"[overhang, severity 7/10] A conductor runs diagonally across the frame from upper left toward the pole on the right. Tall redwood foliage on the left overhangs the wire path with several feet of visible separation; no clear contact geometry is confirmed. Dense canopy behind the wire makes true contact hard to verify, but limbs appear to extend over the line."
4,R00126,37.116750,-122.114553,-1,5,True,"[overhang, severity 7/10] Conductors run across the frame from upper left toward the right where dense tree canopy meets the line path. On the right side the foliage appears close to and possibly overhanging the wire with a few feet of separation, but the wire disappears into the canopy making exact contact hard to confirm. Rated as overhang with likely several feet clearance."
4,R00130,37.117255,-122.114846,-1,5,True,"[overhang, severity 7/10] Conductors run along the right side where dense foliage from the roadside trees rises to and above the wire path. Vegetation on the right appears to overhang the line with limited separation, but no clear contact point is visible. The wires against background canopy make exact geometry uncertain, so rated as overhang rather than contact."
4,R00144,37.118303,-122.106414,-1,5,True,"[overhang, severity 8/10] A conductor spans across the frame from the pole area; dense redwood foliage on the left directly overhangs and appears to intersect the wire path within a few feet. Contact is possible but background canopy makes true contact uncertain, so rated as close overhang."
4,R00149,37.118561,-122.116179,-1,5,True,"[overhang, severity 7/10] Conductors run across the upper left of the frame with foliage from the large tree canopy overhanging the wire path. There appears to be several feet of separation between the branches and the visible conductors, but limbs are clearly above the line. No definite contact is visible."
4,R00154,37.118827,-122.115269,-1,5,True,"[overhang, severity 7/10] Conductors run across the upper frame with a pole visible on the right. Foliage from trees on both sides is near the line path, and branches at upper right appear to overhang the wire with a few feet of separation, but strong sun glare partly obscures the exact geometry. No clear contact is visible."
4,R00170,37.119481,-122.121269,-1,5,True,"[overhang, severity 8/10] A large redwood grows immediately adjacent to the utility pole and conductor span. The conductors run through the tree's canopy area, with foliage directly overhanging the wires within a few feet, though clear contact isn't definitively visible against the dense canopy."
4,R00172,37.119546,-122.111386,-1,5,True,"[overhang, severity 8/10] Conductors span from the pole to the right; dense tree foliage near the pole and along the wire path appears to closely intersect the lines, with limbs directly overhanging/adjacent to the conductors within a few feet. Cannot confirm actual contact due to background canopy overlap, but geometry supports limbs overhanging the wires at close range."
4,R00178,37.119868,-122.120842,-1,5,True,"[overhang, severity 8/10] Conductors run along the left side of the road and pass through the canopy of the large deciduous tree. Foliage directly overhangs the wire path with only a few feet of apparent separation, though dense background canopy makes exact contact uncertain."
4,R00202,37.120782,-122.110671,-1,5,True,"[overhang, severity 7/10] Conductors run from the utility pole on the right across the road toward upper left. Tree canopy on both sides is close to the wire path, with branches on the left extending toward and overhanging the line, but visible separation remains rather than clear contact. Right-side foliage also crowds near the pole and lines."
4,R00211,37.121598,-122.122497,-1,5,True,"[overhang, severity 8/10] Multiple bare tree branches on the right reach up into the multiple conductor lines crossing the upper frame, with limbs directly overhanging and closely intermingling with the wire path. No definitive contact confirmed, but tips are within a few feet of the conductors."
4,R00214,37.121643,-122.118859,-1,5,True,"[overhang, severity 7/10] Multiple conductors cross the frame; the deciduous tree on the right has foliage extending toward the wire path with limbs appearing to overhang the conductors, but with several feet of visible separation rather than direct contact. Much of the surrounding green is background canopy behind the lines."
4,R00225,37.122531,-122.123047,-1,5,True,"[overhang, severity 8/10] Conductors run along the left side at upper portion of frame; dense redwood and lower tree foliage crowd the wire path with limbs directly overhanging within a few feet. Full contact cannot be confirmed as background canopy overlaps the wires, so capped below 9."
4,R00252,37.123744,-122.112146,-1,5,True,"[overhang, severity 8/10] Two conductor lines cross the frame diagonally. Foliage from the trees on the right and center appears to reach up close to the wire path, with limbs overhanging near the conductor within a few feet. Dense background canopy makes exact separation hard to judge, but branches near the line span support an overhang rating."
4,R00274,37.124819,-122.124676,-1,5,True,"[overhang, severity 7/10] A large tree canopy on the right sits close to the conductor span crossing the road, with limbs appearing to overhang the line but with a few feet of separation visible. Some risk of encroachment but no clear contact geometry."
4,R00294,37.125561,-122.119766,-1,5,True,"[overhang, severity 8/10] Conductors run from the pole at left across the scene, passing directly through/near the tall redwood and dense evergreen foliage in the center. The wire path appears to intersect the crowns of the central trees with limbs overhanging or very close to the conductors, though some of the apparent overlap may be background canopy behind the wire."
4,R00308,37.126122,-122.126875,-1,5,True,"[overhang, severity 8/10] Conductors span across the road with tree canopy on the left directly overhanging the wire path within a few feet; foliage appears very close to the line near the upper-left crossing. Not clearly touching, so short of contact rating."
4,R00312,37.126245,-122.127424,-1,5,True,"[overhang, severity 7/10] Conductors span the road from the pole on the right toward the trees on the left. On the right near the pole, dense foliage and limbs overhang and closely approach the wires, though clear contact is not confirmed against the bright sky background. Some limbs appear within a few feet of the lines."
4,R00315,37.126319,-122.132023,-1,5,True,"[overhang, severity 8/10] Conductors span across the frame; dense foliage from the tall trees on the right and center appears to overhang and closely surround the wire path with minimal separation. Some branches may be at or near contact, but background canopy makes exact geometry uncertain, so I stop short of 9-10."
4,R00335,37.127447,-122.114542,-1,5,True,"[overhang, severity 7/10] Conductors run across the upper frame with tree limbs from the right-side canopy extending over the wire path with several feet of apparent separation. Much of the darker foliage near the wires appears to be background canopy, so no clear contact is visible. Rated as overhang with separation."
4,R00351,37.128166,-122.130614,-1,5,True,"[overhang, severity 7/10] Conductors run diagonally across the frame; the large tree on the right has limbs extending over the wire path with a few feet of visible separation. No clear contact, and the dense canopy behind the wires is mostly background. Overhang with moderate clearance suggests ~7."
4,R00363,37.128556,-122.116040,-1,5,True,"[overhang, severity 7/10] Conductors run along the right side of the road with dense redwood foliage on the right. Branches appear to overhang the wire path with several feet of separation, but the tree canopy is largely behind/beside the lines rather than clearly touching. No definitive contact visible."
4,R00366,37.128628,-122.131140,-1,5,True,"[overhang, severity 7/10] Conductors span across the frame from the pole at left. The central tree and right-side canopy have foliage near the wire path, with limbs appearing to overhang the line at several feet of separation. No clear direct contact is visible; much of the apparent overlap is background canopy behind the wires."
4,R00369,37.128757,-122.120229,-1,5,True,"[overhang, severity 7/10] Multiple conductors cross the upper frame. Foliage from the left-side trees reaches up near the wires and branches appear to overhang the conductor path with several feet of separation, but no clear contact is visible. Tall redwoods flank the line on the right with visible separation."
4,R00372,37.128885,-122.123049,-1,5,True,"[overhang, severity 8/10] Conductors run along the left side and dense tree foliage on the left overhangs the line closely, with branches appearing to reach into the wire path within a few feet. No definitive contact point is visible, so short of 9-10."
4,R00386,37.129509,-122.132811,-1,5,True,"[overhang, severity 8/10] Conductors run from the pole at right across the road toward upper left. Dense redwood/fir foliage on the right side is very close to and appears to overhang the conductors near the pole crossarm, with limbs within a few feet of the wire path. No definite contact visible, but overhang is likely."
4,R00392,37.129799,-122.113249,-1,5,True,"[overhang, severity 8/10] Conductors span across the frame and pass through/near the large oak canopy on the right side. The dense foliage of the oak appears to directly overhang the lower conductor line with only a few feet of separation, though exact contact cannot be confirmed. Category is overhang given the limbs sit above the wire path."
4,R00395,37.129881,-122.133156,-1,5,True,"[overhang, severity 7/10] Conductors run right-to-left from the pole crossarm toward tall redwoods on the right side. Foliage from those trees appears to extend over/near the wire path with some visible separation, but no clear contact is confirmed. Rated as overhang with several feet of clearance."
4,R00397,37.130052,-122.111939,-1,5,True,"[overhang, severity 8/10] On the left side, dense tree foliage directly overhangs and closely approaches the conductor span crossing the road, with branches within a few feet of the wire. No definitive contact visible, but limbs clearly overhang the line."
4,R00399,37.130238,-122.121232,-1,5,True,"[overhang, severity 8/10] A single conductor spans the upper frame; a tall conifer's crown reaches up to and just below the wire near the center-left, with foliage very close to and appearing to touch/overhang the line. Contact is plausible but background canopy makes exact separation uncertain, so rated 8 rather than 9-10."
4,R00406,37.130466,-122.120055,-1,5,True,"[overhang, severity 8/10] A conductor spans diagonally across the frame from upper left toward the right, passing directly through the dense foliage of the large tree on the right. Limbs appear to directly overhang and closely approach the wire, though some apparent contact may be background canopy. Geometry supports overhang within a few feet."
4,R00410,37.130711,-122.133717,-1,5,True,"[overhang, severity 7/10] Conductors run from the left pole along the road with dense redwood/tree canopy on the right side. Foliage appears to extend toward and possibly over the wire path with several feet of apparent separation, but no clear direct contact is visible. Backlit conditions make merging of canopy and wires ambiguous."
4,R00426,37.131384,-122.109302,-1,5,True,"[overhang, severity 8/10] A large broadleaf tree grows directly beneath the overhead conductors that span the frame. The upper canopy reaches up to the wire path with limbs directly overhanging the conductors within a few feet. No clear contact is visible, but the crown crowds the lines closely."
4,R00436,37.131603,-122.107508,-1,5,True,"[overhang, severity 8/10] Conductors run from the pole across the frame; a tall tree with dense foliage directly beside the pole has limbs extending toward and over the wire path within a few feet. Contact not definitively visible but overhang geometry is clear."
4,R00440,37.131970,-122.123060,-1,5,True,"[overhang, severity 8/10] A leafy deciduous tree on the left grows up into and directly beneath the conductor span crossing the frame, with foliage at or very near the wire level. Limbs appear to overhang the conductor within a few feet, though dense background canopy makes exact separation ambiguous. No unambiguous contact point is visible."
4,R00451,37.132465,-122.108244,-1,5,True,"[overhang, severity 7/10] Conductors span down the right side of the road where large redwoods and dense foliage grow immediately adjacent. Branches appear to overhang the line with a few feet of separation, but no definite contact is visible. Tall trees crowd the wire path on the right."
4,R00473,37.133328,-122.102604,-1,5,True,"[overhang, severity 7/10] Conductors span the road with tall redwood foliage on the left crossing the wire path; branches appear to overhang the lines with several feet of apparent separation. No clear direct contact visible, and background canopy could exaggerate proximity."
4,R00482,37.133820,-122.138304,-1,5,True,"[overhang, severity 7/10] Utility pole with conductors running right and left. On the right side, the large tree canopy grows close to and appears to overhang the conductor line with a few feet of separation. No clear direct contact visible; foliage on right is dense near the wire path but separation appears to exist."
4,R00489,37.134250,-122.119872,-1,5,True,"[overhang, severity 8/10] Conductors run left-to-right across the upper frame and pass directly into/over the dense tree canopy on the left side. Foliage appears to reach up to the wire path, but background canopy makes true contact uncertain, so limbs directly overhanging within a few feet is the most defensible read."
4,R00496,37.134734,-122.119678,-1,5,True,"[overhang, severity 8/10] A tall tree grows immediately adjacent to the pole with dense foliage crowding the conductors near the top. The branches appear to overhang/press close to the wires spanning from the pole, likely within a few feet, though dense background canopy makes exact separation hard to confirm."
4,R00500,37.135095,-122.101365,-1,5,True,"[overhang, severity 8/10] Conductors run along the right side of the road with dense tree canopy directly above and beside them. Limbs from the large trees on the right appear to overhang the conductors within a few feet, though sun glare partially obscures the wire path on the left."
4,R00507,37.135504,-122.140422,-1,5,True,"[overhang, severity 8/10] A conductor spans across the frame and passes directly over/through the dense green canopy in the center-right. The foliage rises to and appears to intersect the wire path, with limbs overhanging the conductor within a few feet. Contact is plausible but background canopy makes exact separation uncertain, so not rated higher."
4,R00533,37.137594,-122.098184,-1,5,True,"[overhang, severity 7/10] Conductors run along the right side of the road; the large oak canopy on the upper right extends over the line with limbs overhanging but retaining several feet of separation. No clear contact visible, and dense background foliage could mislead, but geometry suggests overhang."
4,R00535,37.137673,-122.097049,-1,5,True,"[overhang, severity 8/10] Conductors run along the right side of the road where a dense oak canopy grows directly beside and over the wire path. Foliage appears to overhang the lines within a few feet, though exact contact is not confirmed. Left-side redwoods are separated from the visible wires."
4,R00545,37.138253,-122.143773,-1,5,True,"[overhang, severity 7/10] Conductors span the road at mid-height; dense tree canopy on both sides has limbs extending over and near the wire path, with foliage on the right appearing to overhang with a few feet of separation. No definitive contact point is visible against the bright background, so rated as overhang rather than contact."
4,R00556,37.138768,-122.129739,-1,5,True,"[overhang, severity 7/10] Conductors run along the right side of the road with tall trees immediately adjacent. Foliage from the right-side trees appears to overhang the wire path with a few feet of separation, but no clear contact is visible against the background canopy."
4,R00564,37.139952,-122.130862,-1,5,True,"[overhang, severity 7/10] Conductors span the road with dense tree canopy on both sides. On the right, foliage extends near the wire path with limbs appearing to overhang with several feet of separation, but no clear direct contact visible. Trees are tall and close but geometry doesn't support a contact rating."
4,R00568,37.140453,-122.129890,-1,5,True,"[overhang, severity 8/10] Conductors run from the pole toward the right where a large oak canopy directly overhangs and closely borders the wire path. Foliage is very close to and above the line, suggesting limbs within a few feet, though dense background canopy makes exact contact hard to confirm."
4,R00569,37.140719,-122.129404,-1,5,True,"[overhang, severity 8/10] Conductors run diagonally across the frame from upper right toward center. On the right side, dense green foliage rises right up to and appears to overhang the wire path within a few feet, with branches close to the line. Contact is possible but the geometry shows foliage adjacent/overhanging rather than clearly wrapping the wire."
4,R00596,37.143428,-122.130476,-1,5,True,"[overhang, severity 7/10] The conductor runs diagonally across the upper frame and passes beneath/through the tree canopy on the right; foliage appears to overhang the wire with a few feet of separation rather than clear contact. Dense background canopy makes exact geometry uncertain, but limbs above the line are plausible."
4,R00597,37.143630,-122.131312,-1,5,True,"[overhang, severity 7/10] Conductors run diagonally across the upper right, and tree limbs/foliage from the left canopy and right-side redwoods extend near and over the wire path with a few feet of visible separation. No clear contact point is visible, so overhang with modest clearance is the best read."
4,R00603,37.144133,-122.133232,-1,5,True,"[overhang, severity 8/10] Conductors run across the frame from upper left toward the pole on the right. The large leafy tree on the left has foliage rising into and directly beneath the wire path, with limbs appearing to overhang the conductor within a few feet. No definitive contact visible, but overhang geometry is credible in clear daylight."
4,R00016,37.105295,-122.106274,-1,4,True,"[overhang, severity 7/10] A conductor runs across the top of the frame. Foliage from trees on the right side reaches up toward the wire and appears to overhang it with several feet of separation; no clear contact is visible. Background canopy behind the wire could exaggerate closeness."
4,R00101,37.114600,-122.102501,-1,4,True,"[overhang, severity 7/10] Conductors span from the pole across the driveway toward the large oak on the right. The oak canopy appears to overhang the wire path with several feet of separation, but no clear direct contact is visible. Background canopy behind wires does not indicate contact."
4,R00111,37.115332,-122.102741,-1,4,True,"[overhang, severity 7/10] Conductors span left to right across the frame; the large redwood on the right has foliage extending toward/over the wire path with a few feet of apparent separation. No clear contact visible, and the wire path near the dense canopy is somewhat ambiguous, so rated as overhang with separation."
4,R00131,37.117456,-122.121671,-1,4,True,"[overhang, severity 8/10] Conductors run across the right side of the frame near the house; tall foliage and slender tree branches on the right appear to overhang and closely flank the wire path within a few feet. Wire is partly visible but geometry suggests limbs directly over/near conductors, short of clear contact."
4,R00230,37.122917,-122.113902,-1,4,True,"[overhang, severity 7/10] Conductors span across the top of the frame. Foliage from the large tree on the left and the canopy on the right appear to overhang near the wire path with several feet of separation. No clear contact visible; background canopy is largely behind/below the lines."
4,R00234,37.122982,-122.124078,-1,4,True,"[overhang, severity 8/10] Deciduous foliage in the center-right rises up toward the conductors spanning from the pole, with branches appearing to reach into or just below the wire path. Direct contact isn't clearly confirmed against the background canopy, but limbs overhang the conductor within a few feet."
4,R00239,37.123168,-122.113270,-1,4,True,"[overhang, severity 7/10] A conductor runs from the utility pole on the right across the road at upper portion of frame. Tree canopy from both sides extends toward and appears to overhang the wire path with several feet of separation, though dense background foliage makes exact geometry uncertain. No definitive contact visible."
4,R00257,37.123928,-122.115656,-1,4,True,"[overhang, severity 7/10] A conductor spans diagonally across the frame. On the right side, tall trees with dense foliage rise close to the wire and appear to have limbs overhanging it with a few feet of separation, though the exact geometry against the bright sky is somewhat ambiguous. No clear direct contact is visible."
4,R00275,37.124842,-122.121011,-1,4,True,"[overhang, severity 7/10] Large conifer on the right has limbs extending toward the conductor span running along the road; foliage appears to overhang the wires with a few feet of separation rather than direct contact. Other trees are set back with clear separation."
4,R00316,37.126419,-122.127956,-1,4,True,"[overhang, severity 7/10] Multiple conductors span the road with dense tree canopy on both sides. On the right, foliage appears near and possibly overhanging the lines, but there is visible separation and no clear contact. Rated as overhang with several feet of separation."
4,R00317,37.126434,-122.130516,-1,4,True,"[overhang, severity 7/10] Conductors run horizontally across the frame from the pole. Tree canopy on the right side has limbs extending near and over the wire path, but there appears to be several feet of separation rather than direct contact. Much of the apparent proximity is background canopy behind the wire."
4,R00336,37.127489,-122.128600,-1,4,True,"[overhang, severity 7/10] Conductors run from the pole across the frame with trees on the right whose limbs extend over/near the wire path with a few feet of separation. Foliage on the right hillside is close to the lines but no clear contact is visible; background canopy behind wires should not be mistaken for touch."
4,R00390,37.129770,-122.122177,-1,4,True,"[overhang, severity 7/10] A single conductor spans the upper frame from left to right, passing near dense tree canopy on the right side. Foliage appears close to and possibly overhanging the wire, but background canopy makes exact separation uncertain. No clear contact visible; limbs seem to overhang with some separation."
4,R00429,37.131521,-122.109911,-1,4,True,"[overhang, severity 7/10] Multiple conductors span across the frame with dense oak canopy rising to and around the wire path on the right side. Foliage appears to reach up near the lines with limbs overhanging, but there is visible separation rather than clear contact. Background canopy behind wires makes exact geometry ambiguous, so I estimate limbs overhang with a few feet of clearance."
4,R00492,37.134483,-122.140178,-1,4,True,"[overhang, severity 8/10] Two conductors span across the frame; the large tree at right and the foliage on the left both have limbs directly over/near the wire path with only a few feet of separation. No clear contact visible, but the overhang is close, so severity 8."
4,R00493,37.134605,-122.101683,-1,4,True,"[overhang, severity 7/10] Conductors run along the right side of the road where tall trees crowd the line. On the right side, foliage appears close to and overhanging the wires with a few feet of separation, but no clear direct contact is visible. Backlighting/sun glare partially obscures the exact geometry."
4,R00510,37.135755,-122.127638,-1,4,True,"[overhang, severity 7/10] Conductors span the road from the left pole across to the right treeline. On the right side, dense tree foliage is very close to and appears to overhang the conductor path, though several feet of separation is plausible rather than definite contact. No clearly visible branch touching a wire, so capped below 8-9."
4,R00579,37.141947,-122.129206,-1,4,True,"[overhang, severity 7/10] A large oak on the right has limbs extending toward and above the conductor path crossing to the right side, with several feet of visible separation. Foliage appears near but not clearly touching the wires; geometry suggests overhang rather than contact."
3,R00002,37.104763,-122.141453,-1,4,True,"[tall_nearby, severity 4/10] Conductors run across the upper portion of the frame with clear sky separation. Tall conifers along the right side are near the line corridor but show visible separation from the wires; no branches overhang or contact the conductors that I can discern."
3,R00012,37.105029,-122.110872,-1,4,True,"[encroach, severity 6/10] Conductors run across the upper portion of the frame with dense trees rising near their path on both sides. A tall tree on the right and foliage on the left appear close to the line, but no branch clearly contacts or overhangs the wires; the apparent proximity may be background canopy. Rated as beside/encroaching within the envelope."
3,R00013,37.105175,-122.141949,-1,4,True,"[unclear, severity 6/10] Heavy fog obscures the conductor path and the tree crowns on the right where lines converge. Bare trees at left are below the wires with apparent separation, but foliage near the poles on the right could be encroaching or overhanging—cannot confirm geometry through the fog, so capping at 6."
3,R00030,37.106245,-122.142665,-1,4,True,"[tall_nearby, severity 4/10] Conductors run along the road from the pole with clear sky background over most of the span. Tall trees and dense vegetation flank both sides of the road near the line, but visible separation exists between the wires and the foliage. No clear overhang or contact evident."
3,R00031,37.106263,-122.107267,-1,4,True,"[tall_nearby, severity 4/10] A single conductor spans horizontally across the upper frame. Tall redwoods and trees are near the line, but there is visible separation between the wire and foliage/trunks. No branches clearly overhang or contact the conductor in the visible span."
3,R00033,37.106357,-122.106095,-1,4,True,"[tall_nearby, severity 4/10] Conductors span across the frame diagonally with tall redwoods and dense foliage nearby, but the visible wire path shows separation from the trees. Dense canopy sits behind the lines rather than in direct contact. Tall trees near the line but no clear overhang or contact geometry."
3,R00035,37.106624,-122.109046,-1,4,True,"[tall_nearby, severity 3/10] A utility pole is visible at left-center with faint conductors running along the tree line. Tall redwoods are near the line but the wire path is thin and hard to trace; no clear overhang or contact is visible, only background forest proximity."
3,R00038,37.106765,-122.142894,-1,4,True,"[tall_nearby, severity 4/10] Conductors run along the left side and cross the frame overhead. Tall conifers stand near the line, but there is visible separation between the trees and the wires; no clear overhang or contact is evident. Background canopy is well behind the wire path."
3,R00041,37.107022,-122.107109,-1,4,True,"[tall_nearby, severity 4/10] A single conductor is visible crossing the upper-left of the frame. Tall redwoods and dense foliage are near the line, but the wire path where it crosses the sky shows visible separation from the trees. No clear overhang or contact geometry is discernible; the dense canopy is largely background."
3,R00045,37.107427,-122.107878,-1,4,True,"[tall_nearby, severity 4/10] Conductors span horizontally across the upper frame from the pole at left. Tall redwoods stand behind and near the line, but the wires appear to pass in front of/below the dense canopy with visible separation. No branch is clearly overhanging or contacting the conductors; the tallest trees are set back beyond the fence with foliage below the wire height at the crossing point."
3,R00046,37.107507,-122.143641,-1,4,True,"[unclear, severity 6/10] Heavy fog obscures the wire path and vegetation geometry. Conductors are visible running from the pole toward the left trees, but I cannot confirm actual contact or overhang through the mist. Trees on the left are tall and near the line span. Capping at 6 due to poor visibility."
3,R00049,37.107718,-122.109534,-1,4,True,"[tall_nearby, severity 3/10] A utility pole is faintly visible mid-frame near the road, but conductor paths are not clearly discernible against the dense canopy. Tall trees surround the area but no specific vegetation-conductor interaction can be confirmed. Rated as tall trees nearby with no visible contact or overhang."
3,R00051,37.107764,-122.111499,-1,4,True,"[encroach, severity 6/10] Conductors span from the pole across the road; on the right side dense foliage and tree limbs come close to the wire path, but backlighting and background canopy make it hard to confirm actual contact or clear overhang. Vegetation appears within the envelope beside the line rather than confirmed touching, so capped at 6."
3,R00052,37.107783,-122.108234,-1,4,True,"[tall_nearby, severity 4/10] Conductors span across the scene with tall redwoods on both sides. The trees are near the line corridor but show visible separation from the wires; no branches clearly overhang or contact the conductors in the visible span."
3,R00055,37.107902,-122.144275,-1,4,True,"[tall_nearby, severity 4/10] Heavy fog obscures the scene; conductors span across the top but tree crowns near the lines show visible separation, no clear contact or overhang. Foggy conditions limit certainty, capping severity."
3,R00068,37.109038,-122.109936,-1,4,True,"[encroach, severity 5/10] A conductor runs from upper left across the frame; dense trees on the left side are immediately adjacent to the line path within the envelope, but I cannot confirm direct overhang or contact—foliage appears beside rather than clearly over the wire."
3,R00081,37.112816,-122.113498,-1,4,True,"[tall_nearby, severity 4/10] Conductors span across the scene with tall redwoods on both sides. The trees to the right and behind appear to have visible separation from the wire path; no clear overhang or contact geometry is evident. Rated as tall trees near the line with separation."
3,R00084,37.112952,-122.116158,-1,4,True,"[tall_nearby, severity 3/10] Distribution conductors run along the road with poles visible mid-frame, surrounded by tall redwoods. The wire path is faint and distant, but I can see tall trees near the line without any clear branch overhanging or contacting the conductors. No definitive interaction is visible."
3,R00097,37.114456,-122.118523,-1,4,True,"[encroach, severity 5/10] A thin conductor spans left to right across the upper portion of the image, running from the left near the redwoods toward the right treeline. Dense roadside vegetation on the right and tall trees on the left are close to the line's path, but I cannot see a branch clearly overhanging or contacting the wire. Foliage appears beside the conductor within the envelope. Hazy/dim lighting and thin wire visibility warrant caution."
3,R00100,37.114593,-122.116011,-1,4,True,"[tall_nearby, severity 4/10] Conductors span across the upper frame against clear blue sky with visible separation from the tall redwoods and pines. No foliage is overhanging or touching the wires; the nearest tall trees are behind or beside the line path with clear gaps."
3,R00107,37.115008,-122.114255,-1,4,True,"[tall_nearby, severity 4/10] Conductors span across the scene with tall trees flanking both sides, but there is visible separation between the wires and the foliage. No branches clearly overhang or contact the conductors; the dense canopy is mostly behind or beside the wire path."
3,R00109,37.115124,-122.119826,-1,4,True,"[tall_nearby, severity 3/10] A conductor spans across the road on the right side (visible near the pole at right), with tall redwoods flanking the road. The wire path is thin and partly obscured, but no branch clearly overhangs or contacts it; the dense forest is mostly background with visible separation from the visible span."
3,R00110,37.115229,-122.115999,-1,4,True,"[tall_nearby, severity 4/10] Conductors span the upper portion of the frame with clear sky behind them. Tall redwoods on the right and the large shrub on the left are near the line corridor but show visible separation from the wires; no branches clearly overhang or contact the conductors."
3,R00115,37.115746,-122.120286,-1,4,True,"[tall_nearby, severity 4/10] Conductors run along the left/upper portion of the frame with tall redwoods and roadside trees nearby, but there is visible separation between the wires and the tree canopy. No branches clearly overhang or contact the lines in this view."
3,R00116,37.115784,-122.102813,-1,4,True,"[tall_nearby, severity 4/10] Conductors run along the right side from the utility pole. Trees on both sides are tall but show visible separation from the wire path; no branches clearly overhang or contact the conductors. Some foliage near the lines but distinct clearance is evident."
3,R00120,37.116231,-122.102903,-1,4,True,"[tall_nearby, severity 4/10] Conductors cross the sky diagonally with tall trees flanking the road. Vegetation at right edge is near the line path but shows visible separation; no clear overhang or contact with the wires is evident."
3,R00125,37.116669,-122.103044,-1,4,True,"[encroach, severity 6/10] Conductors run from the pole toward the right where a large oak canopy is adjacent to the line path. Foliage appears to be within the envelope beside the wires, but no clear overhang or contact is visible; much of the canopy is likely background. Rated as encroachment."
3,R00132,37.117556,-122.120669,-1,4,True,"[tall_nearby, severity 4/10] Multiple conductors cross the frame with clear sky separation from the large tree canopy on the left. Vegetation is near the line corridor but visible gaps exist between foliage and wires; no overhang or contact clearly seen."
3,R00135,37.117591,-122.115158,-1,4,True,"[encroach, severity 6/10] Conductors run from the pole across the road toward dense tree canopy on both sides. Vegetation is close to the line path on the left near the pole, but the exact wire geometry against the bright sky and dense background canopy is hard to confirm; no clear contact or definite overhang is visible, so capped at 6."
